,Machine.Number.x,AnalysisUnit,Match_ID,Class,Order,Family,Genus,Species,IDConfidence,MNI,NISP,Context,Modification,Type,Original.Bib,Taxon.Bib,Comment.x,FaunalSeq,LocSeq.x,Machine.Number.y,Analysis.unit,SiteName,AlternateName,State.prov,County,Site.Number,CodedBy,DateCoded,CodingUpdate,Comment.y,Precision,Quadrangle,QuadSize,Township,Latitude,Longitude,Altitude,Repository,Bibnum,LATDD,LONGDD,RecoveryMethod,DepositionalSystem,DepositionalEnvironment,Facies,Mixing,Group,Formation,Member,Arch.Period,Arch.Epoch,Arch.Age,Arch.Land.Mammal.Age,Arch.Bibnum,Period,Epoch,Age,NALMA,Oxgen.isotope,Magnetochron,RepennMicrotineBioStrat,BellMicirotineBioStrata,MinimumAge,MinimumAge(Years),,MinimunAgeMethod,MaximumAge,MaximunAgeMethod,Millennium,SiteType,Agent,Cultural.Age,Bone.modification,LocSeq.y,DB
136,945,Feature 1,945_Feature 1,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,1,NA, ,NA,NA,NA, ,0,0,945,Feature 1,40LD207,,TN,LOUDON,40LD207,MKM,7/9/92 0:00,,,E,LENOIR CITY,7.5,NA,35.4548,-84.1947,228,UTK,NA,35.75,-84.31666667,FINE,FL,,TE,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00095,950,late-Holocene,CULT,0.00115,CULT,NA,CULT,HH,Early Mississippian,,0,f
193,"1,346.00",Assemblage,1346_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,1346,Assemblage,CA-Ven-39,,CA,VENTURA,CA-Ven-39,RFS,11/6/91 0:00,,,QA,SIMI VALLEY EAST,7.5,NA,34.15,-118.37,,,NA,34.25,-118.6166667,SASC,AN,CU,OD,P,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00095,950,late-Holocene,CULT,0.00205,CULT,NA,CULT,"HS, NA",,"HB, BN",0,f
281,"1,975.00",Assemblage,1975_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,1,NA, ,NA,NA,NA, ,0,0,1975,Assemblage,Beck Shelter,,MO,HICKORY,23HI247,MAG,11/4/92 0:00,,,QP,FRISTOE,7.5,NA,38,-93.15,,,NA,38,-93.25,FINE,CV,RS,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00095,950,late-Holocene,CULT,0.00145,CULT,NA,CULT,HH,Late Woodland,BT,0,f
316,"2,231.00",Assemblage,2231_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,1,NA, ,NA,NA,NA, ,0,0,2231,Assemblage,Noble-Wieting,,IL,MCLEAN,11ML28,MKM,8/28/92 0:00,,,QP,HEYWORTH,7.5,NA,40.15,-88.52,,,NA,40.25,-88.86666667,,FL,,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00095,950,late-Holocene,CULT,0.00165,CULT,NA,CULT,HH,Late Woodland; Early Mississippian,,0,f
253,"1,838.00",Assemblage,1838_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,2,NA,NA, ,NA,NA,NA, ,0,0,1838,Assemblage,Spring Creek,,MI,MUSKEGON,20MU3,MAG,10/8/92 0:00,2/21/02 0:00,,QA,TWIN LAKE,7.5,NA,43.16,-86.07,,UMMA,NA,43.26666667,-86.11666667,CRSE,FL,,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00096,960,late-Holocene,14CG,0.00096,14CG,NA,PALEO,,,,0,f
5,32,0-3 ft. Level,32_0-3 ft. Level,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,32,0-3 ft. Level,Baker Bluff Cave,,TN,SULLIVAN,,MAG,1/19/91 0:00,6/14/93 0:00,age revised by MAG for top 3 units,E,BOONE DAM,7.5,NA,36.273,-82.28,450,CMNH,NA,36.45,-82.46666667,TOTL,CV,HZ,,N,,,,NA,NA,WIHO,NA,NA,QUAT,HOPL,WIHO,,1,BRUN,,NA,0.001,1000,late-Holocene,CULT,0.01056,14CG,NA,CULT,"PR, RR, DN",Early Archaic; Archaic; Late Woodland; Middle Woodland,,0,f
14,47,Zone II,47_Zone II,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,47,Zone II,Graham Cave,,MO,MONTGOMERY,,MAG,1/30/91 0:00,,,E,MONTGOMERY CITY,7.5,NA,38.54,-91.34,,,NA,38.9,-91.56666667,,CV,RS,,Y,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,LMHO,HOLO,1,BRUN,,NA,0.001,1000,late-Holocene,CULT,0.00763,14CG,NA,CULT,HH,Woodland,,0,f
110,724,Assemblage,724_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,724,Assemblage,Damp Cave,,TX,VAL VERDE,41VV189,MAG,12/12/91 0:00,,E.L.L. to send updated faunal list,QA,SHUMLA,7.5,NA,29.45,-101.22,,TMM,NA,29.75,-101.3666667,CRSE,CV,RS,OD,,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,LMHO,HOLO,1,BRUN,,NA,0.001,1000,late-Holocene,CULT,0.008,CULT,NA,CULT,"HH, HB",Middle Archaic; Late Archaic; Woodland,,0,f
150,"1,145.00",Lower Cave Level 2,1145_Lower Cave Level 2,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,1,NA, ,NA,NA,NA, ,0,0,1145,Lower Cave Level 2,Ventana Cave,,AZ,PIMA,AZ Z:12:5,RFS,5/28/91 0:00,7/24/99 0:00,Previous codining up date 6/20/91,E,WINDOW MOUNTAIN,7.5,NA,32.2,-112.14,750,UALP,NA,32.33333333,-112.2333333,CRSE,CV,RS,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.001,1000,late-Holocene,CULT,0.0015,CULT,NA,CULT,HH,Hohokam,"HB, BN, BT",0,f
154,"1,145.00",Upper Cave Level 2,1145_Upper Cave Level 2,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,2,5,NA, ,NA,NA,NA, ,0,0,1145,Upper Cave Level 2,Ventana Cave,,AZ,PIMA,AZ Z:12:5,RFS,5/28/91 0:00,7/24/99 0:00,Previous codining up date 6/20/91,E,WINDOW MOUNTAIN,7.5,NA,32.2,-112.14,750,UALP,NA,32.33333333,-112.2333333,CRSE,CV,RS,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.001,1000,late-Holocene,CULT,0.0015,CULT,NA,CULT,HH,Hohokam,"HB, BN, BT",0,f
207,"1,428.00",Unit 4,1428_Unit 4,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,1,NA, ,NA,NA,NA, ,0,0,1428,Unit 4,O'Malley Shelter,,NV,LINCOLN,,RFS,12/6/91 0:00,,,E,ISLEN,7.5,NA,37.31,-114.16,,,NA,37.51666667,-114.2666667,CRSE,CV,RS,AL,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.001,1000,late-Holocene,CULT,0.00374,14CG,NA,CULT,"NA, HH",Desert Archaic,DE,0,f
241,"1,709.00",Level 4,1709_Level 4,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,CF,NA,1,NA, ,NA,NA,NA, ,0,0,1709,Level 4,Sliding Slab Rock Shelter,,AR,SEBASTIAN,3SB29,MKR,7/31/92 0:00,,,QC,GREENWOOD,7.5,NA,35.7,-94.15,164.6,,NA,35.11666667,-94.25,FINE,CV,RS,OD,P,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.001,1000,late-Holocene,CULT,0.003,CULT,NA,CULT,HH,Woodland,"HB, BN",0,f
280,"1,968.00",Stratum 4,1968_Stratum 4,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,2,4,NA, ,NA,NA,NA, ,0,0,1968,Stratum 4,Paw Paw,,AR,OUACHITA,3OU22,MAG,10/31/92 0:00,,,QA,CAMDEN,7.5,NA,33.3,-92.45,,ARK ARCH SOC,NA,33.5,-92.75,FLOT,FL,,FP,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.001,1000,late-Holocene,CULT,0.00105,CULT,NA,CULT,HH,Middle Coles Creek,,0,f
140,951,East Midden/Unit 3,951_East Midden/Unit 3,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,CF,1,2,NA, ,NA,NA,NA, ,0,0,951,East Midden/Unit 3,Bangs Slough,,AR,CALHOUN,3CA3,MKM,7/10/92 0:00,,,QA,SMACKOVER,7.5,NA,33.15,-92.37,25.5,UARK,NA,33.25,-92.61666667,,FL,,OD,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.001021,1021,late-Holocene,14CG,0.001176,14CG,NA,CULT,HH,Mississippian,"BN, BC",0,f
117,812,Assemblage,812_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,17,NA, ,NA,NA,NA, ,0,0,812,Assemblage,Quaker State Rockshelter,,PA,VENANGO,36VE27,MAG,3/16/92 0:00,,,E,KENNERDELL,7.5,NA,41.22,-79.48,450,CMNH,NA,41.36666667,-79.8,,CV,RS,,Y,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00105,1050,late-Holocene,CULT,0.00205,CULT,NA,CULT,HH,Woodland,HB,0,f
137,948,Coles Creek,948_Coles Creek,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,CF,NA,NA,NA, ,NA,NA,NA, ,0,0,948,Coles Creek,Alexander,,AR,CONWAY,3CN117,MKM,7/9/92 0:00,,,QA,SOLGOHACHIA,7.5,NA,35.15,-92.37,87.5,,NA,35.25,-92.61666667,FINE,FL,,FP,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00105,1050,late-Holocene,CULT,0.00125,CULT,NA,CULT,HH,Late Woodland,BN,0,f
139,950,Stratum 3 Late Woodland,950_Stratum 3 Late Woodland,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,950,Stratum 3 Late Woodland,Albertson,,AR,BENTON,3BE174,MKM,7/9/92 0:00,,,QA,COLCORD NE,7.5,NA,36.22,-94.3,280.5,,NA,36.36666667,-94.5,FINE,CV,RS,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00105,1050,late-Holocene,CULT,0.00135,CULT,NA,CULT,HH,Late Woodland,BT,0,f
183,"1,249.00",San Francisco Phase,1249_San Francisco Phase,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,CF,1,NA,NA, ,NA,NA,NA, ,0,0,1249,San Francisco Phase,Tularosa Cave,,NM,CATRON,,RFS,8/21/91 0:00,,,Q,ARAGON,7.5,NA,33.52,-108.3,2061,FMNH,NA,33.86666667,-108.5,CRFI,AN,CU,OD,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00105,1050,late-Holocene,CULT,0.00125,CULT,NA,CULT,HH,Mogollon; San Francisco Phase,"TF, LF, HB",0,f
186,"1,285.00",Assemblage,1285_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,2,NA, ,NA,NA,NA, ,0,0,1285,Assemblage,Black Mesa D:11:2030,,AZ,NAVAJO,D:11:2030,RFS,8/29/91 0:00,,,QA,GREAT SPRINGS,7.5,NA,36.22,-110.22,,,NA,36.36666667,-110.3666667,CRSE,AN,CU,OD,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00105,1050,late-Holocene,CULT,0.00115,CULT,NA,CULT,HH,Anasazi; Early Puebloan,HB,0,f
213,"1,471.00",Assemblage,1471_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,NA,NA, ,NA,NA,NA, ,0,0,1471,Assemblage,Navajo Reservoir Site LA 4065,,NM,SAN JUAN,LA 4065,RFS,2/13/91 0:00,,,QA,ARCHULETA,7.5,NA,36.45,-107.37,,MNM,NA,36.75,-107.6166667,SASC,CV,RS,OD,P,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00105,1050,late-Holocene,CULT,0.00115,CULT,NA,CULT,"HH, NA",Rosa Phase; Late Rosa Phase,,0,f
103,672,House 1 and Protokiva D,672_House 1 and Protokiva D,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,672,House 1 and Protokiva D,Wetherill Mesa site 1676,,CO,MONTEZUMA,1676,MAG,12/12/91 0:00,,,QP,WETHERILL MESA,7.5,NA,37.7,-108.3,,NPS,NA,37.11666667,-108.5,,AN,,OD,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00109,1090,late-Holocene,DEND,0.00109,DEND,NA,CULT,HH,Pueblo I,BT,0,f
105,672,House 4 and Protokiva E,672_House 4 and Protokiva E,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,672,House 4 and Protokiva E,Wetherill Mesa site 1676,,CO,MONTEZUMA,1676,MAG,12/12/91 0:00,,,QP,WETHERILL MESA,7.5,NA,37.7,-108.3,,NPS,NA,37.11666667,-108.5,,AN,,OD,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00109,1090,late-Holocene,DEND,0.00109,DEND,NA,CULT,HH,Pueblo I,,0,f
13,46,Zone II,46_Zone II,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,1,NA, ,NA,NA,NA, ,0,0,46,Zone II,Durst,,WI,SAUK,SK2,MAG,1/30/91 0:00,,,QC,ROCK SPRINGS,7.5,NA,43.22,-89.52,,,NA,43.36666667,-89.86666667,CRSE,CV,RS,,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.003,CULT,NA,CULT,HH,Woodland,,0,f
36,121,Feature,121_Feature,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,5,NA, ,NA,NA,NA, ,0,0,121,Feature,Westmoreland - Barber,,TN,MARION,40Mi11,MAG,3/7/91 0:00,,,E,SEQUATCHIE,7.5,NA,35.115,-85.3245,187.2,CMNH,NA,35.01666667,-85.53333333,,AN,,MN,N,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,LMHO,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.005,CULT,NA,CULT,HH,Late Archaic; Late Woodland,HB,0,f
37,121,Test Pit 5,121_Test Pit 5,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,3,NA, ,NA,NA,NA, ,0,0,121,Test Pit 5,Westmoreland - Barber,,TN,MARION,40Mi11,MAG,3/7/91 0:00,,,E,SEQUATCHIE,7.5,NA,35.115,-85.3245,187.2,CMNH,NA,35.01666667,-85.53333333,,AN,,MN,N,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,LMHO,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.005,CULT,NA,CULT,HH,Late Archaic; Late Woodland,HB,0,f
38,121,Test Pit 7,121_Test Pit 7,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,4,NA, ,NA,NA,NA, ,0,0,121,Test Pit 7,Westmoreland - Barber,,TN,MARION,40Mi11,MAG,3/7/91 0:00,,,E,SEQUATCHIE,7.5,NA,35.115,-85.3245,187.2,CMNH,NA,35.01666667,-85.53333333,,AN,,MN,N,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,LMHO,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.005,CULT,NA,CULT,HH,Late Archaic; Late Woodland,HB,0,f
39,121,Test Trench 3,121_Test Trench 3,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,1,NA, ,NA,NA,NA, ,0,0,121,Test Trench 3,Westmoreland - Barber,,TN,MARION,40Mi11,MAG,3/7/91 0:00,,,E,SEQUATCHIE,7.5,NA,35.115,-85.3245,187.2,CMNH,NA,35.01666667,-85.53333333,,AN,,MN,N,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,LMHO,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.005,CULT,NA,CULT,HH,Late Archaic; Late Woodland,HB,0,f
40,121,Test Trench 5,121_Test Trench 5,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,4,NA, ,NA,NA,NA, ,0,0,121,Test Trench 5,Westmoreland - Barber,,TN,MARION,40Mi11,MAG,3/7/91 0:00,,,E,SEQUATCHIE,7.5,NA,35.115,-85.3245,187.2,CMNH,NA,35.01666667,-85.53333333,,AN,,MN,N,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,LMHO,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.005,CULT,NA,CULT,HH,Late Archaic; Late Woodland,HB,0,f
124,857,Stratum I,857_Stratum I,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,2,NA, ,NA,NA,NA, ,0,0,857,Stratum I,Sylvan Lake Rockshelter,,NY,DUTCHESS,CLO2,MKM,6/22/92 0:00,,,QA,VERBANK,7.5,NA,41.37,-73.37,,NYSM,NA,41.61666667,-73.61666667,,CV,RS,FL,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.0022,CULT,NA,CULT,HH,Middle Woodland; Late Woodland,,0,f
127,861,Stratum II,861_Stratum II,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,861,Stratum II,Zimmerman Rockshelter,,NY,GREENE,Cox24,MKM,6/22/92 0:00,,,QA,HUDSON NORTH,7.5,NA,42.15,-73.45,,NYSM,NA,42.25,-73.75,,CV,RS,BD,,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,HOLO,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.01,CULT,NA,CULT,HH,Late Archaic; Early Woodland; Late Woodland,,0,f
132,913,Stratum 1,913_Stratum 1,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,NA,NA, ,NA,NA,NA, ,0,0,913,Stratum 1,Ten Mile River Rockshelter,,NY,SULLIVAN,,MKM,7/6/92 0:00,,,QA,NARROWSBURG,7.5,NA,41.3,-75,,NYSM,NA,41.5,-75,CRSE,CV,RS,FL,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.00165,CULT,NA,CULT,HH,Middle Woodland; Late Woodland,,0,f
166,"1,158.00",Stove Canyon Phase,1158_Stove Canyon Phase,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,1,NA, ,NA,NA,NA, ,0,0,1158,Stove Canyon Phase,Point of Pines,,AZ,GRAHAM,,RFS,7/1/91 0:00,,,QA,POINT OF PINES EAST,7.5,NA,33.15,-109.37,,UALP,NA,33.25,-109.6166667,SASC,AN,CU,OD,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.00135,CULT,NA,CULT,HH,Stove Canyon Phase,,0,f
274,"1,939.00",Assemblage,1939_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,1,NA, ,NA,NA,NA, ,0,0,1939,Assemblage,Lutz Bluff Shelter,,MO,ST. CLAIR,23SR136,MAG,10/19/92 0:00,,,QP,ROSCOE,7.5,NA,37.52,-93.45,,UMO,NA,37.86666667,-93.75,CRSE,CV,RS,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.00165,CULT,NA,CULT,,Late Woodland,,0,f
283,"1,977.00",Woodland Level,1977_Woodland Level,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,167,NA, ,NA,NA,NA, ,0,0,1977,Woodland Level,Tick Creek Cave,,MO,PHELPS,23PH145,MAG,11/4/92 0:00,,,QA,NEWBURG,7.5,NA,37.52,-91.52,237,ISM,NA,37.86666667,-91.86666667,CRSE,CV,RS,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.003,CULT,NA,CULT,HH,Woodland,"BT, SM, HB",0,f
290,"2,124.00",Assemblage,2124_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,2124,Assemblage,Thompson's Shelter,,VA,GILES,44GS21,MKM,8/14/92 0:00,,,QA,EGGLESTON,7.5,NA,37.15,-80.3,,ARCH SOC VIRG,NA,37.25,-80.5,CRSE,CV,RS,,,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,HOLO,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.01,CULT,NA,CULT,HH,Woodland; Archaic,,0,f
292,"2,137.00",Stratum 1,2137_Stratum 1,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,2137,Stratum 1,Dutchess Quarry Cave,,NY,ORANGE,,MKM,8/25/92 0:00,,Repository: NY State Arch. Assoc./ NY State Museum,E,WARWICK,7.5,NA,41.21,-74.22,177,NY ST ARCH ASSOC,NA,41.35,-74.36666667,,CV,HZ,,,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,HOLO,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.01,CULT,NA,CULT,HH,Archaic; Woodland,,0,f
294,"2,145.00",Assemblage,2145_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,3,NA, ,NA,NA,NA, ,0,0,2145,Assemblage,Litten,,VA,WASHINGTON,44WG4,MKM,8/25/92 0:00,,,E,DAMASCUS,7.5,NA,36.432,-81.5229,,ARCH SOC VIRG,NA,36.71666667,-81.86666667,,FL,,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.00165,CULT,NA,CULT,"HB, HH",Late Woodland,BT,0,f
299,"2,197.00",Assemblage,2197_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,2197,Assemblage,Keyser Farm,,VA,PAGE,,MAG,8/23/92 0:00,,,QA,RILEYVILLE,7.5,NA,38.45,-78.22,,,NA,38.75,-78.36666667,,FL,,OD,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.003,CULT,NA,CULT,"HB, HH",Woodland,,0,f
319,"2,276.00",Late Woodland,2276_Late Woodland,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,2,NA, ,NA,NA,NA, ,0,0,2276,Late Woodland,Preston Rockshelter,,WI,GRANT,47GT157,MAG,3/25/93 0:00,,,QC,LANCASTER,7.5,NA,42.45,-90.37,,UWISC-LACROSSE,NA,42.75,-90.61666667,,CV,RS,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.00165,CULT,NA,CULT,,Late Woodland,,0,f
322,"2,329.00",Assemblage,2329_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,1,NA, ,NA,NA,NA, ,0,0,2329,Assemblage,Hartford,,GA,PULASKI,9PU1,MAG,4/2/93 0:00,,,QA,KLONDIKE,7.5,NA,32.15,-83.3,,,NA,32.25,-83.5,,FL,,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.003,CULT,NA,CULT,,Woodland,,0,f
325,"2,348.00",Shelter B,2348_Shelter B,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,4,NA, ,NA,NA,NA, ,0,0,2348,Shelter B,Peter's Cave,,OH,ROSS,,MKM,8/28/92 0:00,,,E,RICHMOND DALE,7.5,NA,39.11,-82.48,182,CASE/ISM?,NA,39.18333333,-82.8,,CV,RS,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.00115,CULT,NA,CULT,HH,Late Woodland,,0,f
337,"2,376.00",Assemblage,2376_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,8,NA,NA, ,NA,NA,NA, ,0,0,2376,Assemblage,Little Bear Creek,,AL,COLBERT,1CT8,MKM,8/31/92 0:00,,Repository: Mound State Monument,QA,PRIDE,7.5,NA,34.37,-87.45,,MOUND ST MONMNT,NA,34.61666667,-87.75,,FL,,FP,,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,HOLO,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.00995,CULT,NA,CULT,HH,Archaic; Woodland,"BT, HB",0,f
348,"2,567.00",Level 5,2567_Level 5,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,1,NA, ,NA,NA,NA, ,0,0,2567,Level 5,Pot Shelter,,MO,CRAWFORD,23CR149,MAG,11/21/92 0:00,3/5/02 0:00,No fauna in Level 28,QA,ONONDAGA CAVE,7.5,NA,38.6,-91.1,,UMO,NA,38.1,-91.16666667,CRSE,CV,RS,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.0013,14CG,NA,CULT,HH,Woodland,,0,f
349,"2,567.00",Level 6,2567_Level 6,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,3,NA, ,NA,NA,NA, ,0,0,2567,Level 6,Pot Shelter,,MO,CRAWFORD,23CR149,MAG,11/21/92 0:00,3/5/02 0:00,No fauna in Level 28,QA,ONONDAGA CAVE,7.5,NA,38.6,-91.1,,UMO,NA,38.1,-91.16666667,CRSE,CV,RS,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.0013,14CG,NA,CULT,HH,Woodland,,0,f
